Name,Family_size,Budget,Status,Location,Age,Type of Vehicle,Model,Category,Accessories Name
CUS1157,4,Medium ,Married,LD,<40,Gasoline,AMG C63 Sedan,Comfort,"mbrace Concierge
3-month free trial"
CUS1158,4,Medium ,Married,LD,<40,Gasoline,AMG C63 Sedan,Entertainment,AMG Head-Up Display
CUS1159,4,Medium ,Married,LD,<40,Gasoline,AMG C63 Sedan,Performance,AMG Exterior Carbon Fiber Package
CUS1160,4,Medium ,Married,LD,<40,Gasoline,AMG C63 Sedan,Styling,AMG Carbon Fiber Rear Spoiler
CUS1161,3,Medium ,Single,LD,>40,Gasoline,2016 CLS400 4MATIC Coupe,Comfort,Heated steering wheel
CUS1162,3,Medium ,Single,LD,>40,Gasoline,2016 CLS400 4MATIC Coupe,Entertainment,Driver Assistance Package
CUS1163,3,Medium ,Single,LD,>40,Gasoline,2016 CLS400 4MATIC Coupe,Performance,AIRMATIC semi-active air suspension
CUS1164,3,Medium ,Single,LD,>40,Gasoline,2016 CLS400 4MATIC Coupe,Styling,18-inch 10-spoke alloy wheels
CUS1165,3,Medium ,Married,CD,>40,Gasoline,2016 CLS400 Coupe,Comfort,Heated steering wheel
CUS1166,3,Medium ,Married,CD,>40,Gasoline,2016 CLS400 Coupe,Entertainment,Driver Assistance Package
CUS1167,3,Medium ,Married,CD,>40,Gasoline,2016 CLS400 Coupe,Performance,AIRMATIC semi-active air suspension
CUS1168,3,Medium ,Married,CD,>40,Gasoline,2016 CLS400 Coupe,Styling,19-inch 10-spoke alloy wheels
CUS1169,2,Low,Single,CD,>40,Gasoline,AMG C43 Cabriolet,Comfort,AMG Performance front seats
CUS1170,2,Low,Single,CD,>40,Gasoline,AMG C43 Cabriolet,Entertainment,AMG Head-Up Display
CUS1171,2,Low,Single,CD,>40,Gasoline,AMG C43 Cabriolet,Performance,AMG Nappa/DINAMICA Performance steering wheel
CUS1172,2,Low,Single,CD,>40,Gasoline,AMG C43 Cabriolet,Styling,Panorama roof
CUS1173,4,Low,Married,LD,<40,Gasoline,AMG C43 Sedan,Comfort,AMG Performance front seats
CUS1174,4,Low,Married,LD,<40,Gasoline,AMG C43 Sedan,Entertainment,AMG Head-Up Display
CUS1175,4,Low,Married,LD,<40,Gasoline,AMG C43 Sedan,Performance,AMG Nappa/DINAMICA Performance steering wheel
CUS1176,4,Low,Married,LD,<40,Gasoline,AMG C43 Sedan,Styling,Panorama roof
CUS1177,2,Medium ,Single,CD,>40,Gasoline,AMG C63 Cabriolet,Comfort,Ventilated front seats
CUS1178,2,Medium ,Single,CD,>40,Gasoline,AMG C63 Cabriolet,Entertainment,AMG Night Package
CUS1179,2,Medium ,Single,CD,>40,Gasoline,AMG C63 Cabriolet,Performance,Parking Assist Package
CUS1180,2,Medium ,Single,CD,>40,Gasoline,AMG C63 Cabriolet,Styling,AMG Carbon Fiber Rear Spoiler
CUS1181,3,Medium ,Single,CD,<40,Gasoline,AMG C63 Coupe,Comfort,AMG Performance Nappa/DINAMICA steering wheel
CUS1182,3,Medium ,Single,CD,<40,Gasoline,AMG C63 Coupe,Entertainment,AMG Night Package
CUS1183,3,Medium ,Single,CD,<40,Gasoline,AMG C63 Coupe,Performance,AMG Exterior Carbon Fiber Package 1
CUS1184,3,Medium ,Single,CD,<40,Gasoline,AMG C63 Coupe,Styling,Red seat belts
CUS1185,2,Medium ,Single,CD,<40,Gasoline,AMG C63 S Cabriolet,Comfort,AMG Door Pins
CUS1186,2,Medium ,Single,CD,<40,Gasoline,AMG C63 S Cabriolet,Entertainment,AMG Night Package
CUS1187,2,Medium ,Single,CD,<40,Gasoline,AMG C63 S Cabriolet,Performance,AMG Performance Exhaust System
CUS1188,2,Medium ,Single,CD,<40,Gasoline,AMG C63 S Cabriolet,Styling,AMG Side Sill Panels
CUS1189,3,Medium ,Married,CD,<40,Gasoline,AMG C63 S Coupe,Comfort,Cabin atomizer fragrances
CUS1190,3,Medium ,Married,CD,<40,Gasoline,AMG C63 S Coupe,Entertainment,AMG Night Package
CUS1191,3,Medium ,Married,CD,<40,Gasoline,AMG C63 S Coupe,Performance,AMG Carbon-Ceramic Front Braking System
CUS1192,3,Medium ,Married,CD,<40,Gasoline,AMG C63 S Coupe,Styling,Wheel Hub Inserts
CUS1193,4,Medium ,Single,CD,<40,Gasoline,AMG C63 S Sedan,Comfort,"mbrace Concierge
3-month free trial"
CUS1194,4,Medium ,Single,CD,<40,Gasoline,AMG C63 S Sedan,Entertainment,Garmin® MAP PILOT
CUS1195,4,Medium ,Single,CD,<40,Gasoline,AMG C63 S Sedan,Performance,AMG Carbon-Ceramic Front Braking System
CUS1196,4,Medium ,Single,CD,<40,Gasoline,AMG C63 S Sedan,Styling,Chrome Door Handle Inserts
CUS1197,4,Medium ,Married,LD,<40,Gasoline,AMG C63 Sedan,Comfort,"mbrace Concierge
3-month free trial"
CUS1198,4,Medium ,Married,LD,<40,Gasoline,AMG C63 Sedan,Entertainment,AMG Head-Up Display
CUS1199,4,Medium ,Married,LD,<40,Gasoline,AMG C63 Sedan,Performance,AMG Exterior Carbon Fiber Package
CUS1200,4,Medium ,Married,LD,<40,Gasoline,AMG C63 Sedan,Styling,AMG Carbon Fiber Rear Spoiler
CUS1201,3,Medium ,Single,LD,>40,Gasoline,2016 CLS400 4MATIC Coupe,Comfort,Heated steering wheel
CUS1202,3,Medium ,Single,LD,>40,Gasoline,2016 CLS400 4MATIC Coupe,Entertainment,Driver Assistance Package
CUS1203,3,Medium ,Single,LD,>40,Gasoline,2016 CLS400 4MATIC Coupe,Performance,AIRMATIC semi-active air suspension
CUS1204,3,Medium ,Single,LD,>40,Gasoline,2016 CLS400 4MATIC Coupe,Styling,18-inch 10-spoke alloy wheels
CUS1205,3,Medium ,Married,CD,>40,Gasoline,2016 CLS400 Coupe,Comfort,Heated steering wheel
CUS1206,3,Medium ,Married,CD,>40,Gasoline,2016 CLS400 Coupe,Entertainment,Driver Assistance Package
CUS1207,3,Medium ,Married,CD,>40,Gasoline,2016 CLS400 Coupe,Performance,AIRMATIC semi-active air suspension
CUS1208,3,Medium ,Married,CD,>40,Gasoline,2016 CLS400 Coupe,Styling,19-inch 10-spoke alloy wheels
CUS1209,2,Low,Single,CD,>40,Gasoline,AMG C43 Cabriolet,Comfort,AMG Performance front seats
CUS1210,2,Low,Single,CD,>40,Gasoline,AMG C43 Cabriolet,Entertainment,AMG Head-Up Display
CUS1211,2,Low,Single,CD,>40,Gasoline,AMG C43 Cabriolet,Performance,AMG Nappa/DINAMICA Performance steering wheel
CUS1212,2,Low,Single,CD,>40,Gasoline,AMG C43 Cabriolet,Styling,Panorama roof
CUS1213,4,Low,Married,LD,<40,Gasoline,AMG C43 Sedan,Comfort,AMG Performance front seats
CUS1214,4,Low,Married,LD,<40,Gasoline,AMG C43 Sedan,Entertainment,AMG Head-Up Display
CUS1215,4,Low,Married,LD,<40,Gasoline,AMG C43 Sedan,Performance,AMG Nappa/DINAMICA Performance steering wheel
CUS1216,4,Low,Married,LD,<40,Gasoline,AMG C43 Sedan,Styling,Panorama roof
CUS1217,2,Medium ,Single,CD,>40,Gasoline,AMG C63 Cabriolet,Comfort,Ventilated front seats
CUS1218,2,Medium ,Single,CD,>40,Gasoline,AMG C63 Cabriolet,Entertainment,AMG Night Package
CUS1219,2,Medium ,Single,CD,>40,Gasoline,AMG C63 Cabriolet,Performance,Parking Assist Package
CUS1220,2,Medium ,Single,CD,>40,Gasoline,AMG C63 Cabriolet,Styling,AMG Carbon Fiber Rear Spoiler
CUS1221,3,Medium ,Single,CD,<40,Gasoline,AMG C63 Coupe,Comfort,AMG Performance Nappa/DINAMICA steering wheel
CUS1222,3,Medium ,Single,CD,<40,Gasoline,AMG C63 Coupe,Entertainment,AMG Night Package
CUS1223,3,Medium ,Single,CD,<40,Gasoline,AMG C63 Coupe,Performance,AMG Exterior Carbon Fiber Package 1
CUS1224,3,Medium ,Single,CD,<40,Gasoline,AMG C63 Coupe,Styling,Red seat belts
CUS1225,2,Medium ,Single,CD,<40,Gasoline,AMG C63 S Cabriolet,Comfort,AMG Door Pins
CUS1226,2,Medium ,Single,CD,<40,Gasoline,AMG C63 S Cabriolet,Entertainment,AMG Night Package
CUS1227,2,Medium ,Single,CD,<40,Gasoline,AMG C63 S Cabriolet,Performance,AMG Performance Exhaust System
CUS1228,2,Medium ,Single,CD,<40,Gasoline,AMG C63 S Cabriolet,Styling,AMG Side Sill Panels
CUS1229,3,Medium ,Married,CD,<40,Gasoline,AMG C63 S Coupe,Comfort,Cabin atomizer fragrances
CUS1230,3,Medium ,Married,CD,<40,Gasoline,AMG C63 S Coupe,Entertainment,AMG Night Package
CUS1231,3,Medium ,Married,CD,<40,Gasoline,AMG C63 S Coupe,Performance,AMG Carbon-Ceramic Front Braking System
CUS1232,3,Medium ,Married,CD,<40,Gasoline,AMG C63 S Coupe,Styling,Wheel Hub Inserts
CUS1233,4,Medium ,Single,CD,<40,Gasoline,AMG C63 S Sedan,Comfort,"mbrace Concierge
3-month free trial"
CUS1234,4,Medium ,Single,CD,<40,Gasoline,AMG C63 S Sedan,Entertainment,Garmin® MAP PILOT
CUS1235,4,Medium ,Single,CD,<40,Gasoline,AMG C63 S Sedan,Performance,AMG Carbon-Ceramic Front Braking System
CUS1236,4,Medium ,Single,CD,<40,Gasoline,AMG C63 S Sedan,Styling,Chrome Door Handle Inserts
CUS1237,4,Medium ,Married,LD,<40,Gasoline,AMG C63 Sedan,Comfort,"mbrace Concierge
3-month free trial"
CUS1238,4,Medium ,Married,LD,<40,Gasoline,AMG C63 Sedan,Entertainment,AMG Head-Up Display
CUS1239,4,Medium ,Married,LD,<40,Gasoline,AMG C63 Sedan,Performance,AMG Exterior Carbon Fiber Package
CUS1240,4,Medium ,Married,LD,<40,Gasoline,AMG C63 Sedan,Styling,AMG Carbon Fiber Rear Spoiler
CUS1241,3,Medium ,Single,LD,>40,Gasoline,2016 CLS400 4MATIC Coupe,Comfort,Heated steering wheel
CUS1242,3,Medium ,Single,LD,>40,Gasoline,2016 CLS400 4MATIC Coupe,Entertainment,Driver Assistance Package
CUS1243,3,Medium ,Single,LD,>40,Gasoline,2016 CLS400 4MATIC Coupe,Performance,AIRMATIC semi-active air suspension
CUS1244,3,Medium ,Single,LD,>40,Gasoline,2016 CLS400 4MATIC Coupe,Styling,18-inch 10-spoke alloy wheels
CUS1245,3,Medium ,Married,CD,>40,Gasoline,2016 CLS400 Coupe,Comfort,Heated steering wheel
CUS1246,3,Medium ,Married,CD,>40,Gasoline,2016 CLS400 Coupe,Entertainment,Driver Assistance Package
CUS1247,3,Medium ,Married,CD,>40,Gasoline,2016 CLS400 Coupe,Performance,AIRMATIC semi-active air suspension
CUS1248,3,Medium ,Married,CD,>40,Gasoline,2016 CLS400 Coupe,Styling,19-inch 10-spoke alloy wheels
CUS1249,2,Low,Single,CD,>40,Gasoline,AMG C43 Cabriolet,Comfort,AMG Performance front seats
CUS1250,2,Low,Single,CD,>40,Gasoline,AMG C43 Cabriolet,Entertainment,AMG Head-Up Display
CUS1251,2,Low,Single,CD,>40,Gasoline,AMG C43 Cabriolet,Performance,AMG Nappa/DINAMICA Performance steering wheel
CUS1252,2,Low,Single,CD,>40,Gasoline,AMG C43 Cabriolet,Styling,Panorama roof
CUS1253,4,Low,Married,LD,<40,Gasoline,AMG C43 Sedan,Comfort,AMG Performance front seats
CUS1254,4,Low,Married,LD,<40,Gasoline,AMG C43 Sedan,Entertainment,AMG Head-Up Display
CUS1255,4,Low,Married,LD,<40,Gasoline,AMG C43 Sedan,Performance,AMG Nappa/DINAMICA Performance steering wheel
CUS1256,4,Low,Married,LD,<40,Gasoline,AMG C43 Sedan,Styling,Panorama roof
CUS1257,2,Medium ,Single,CD,>40,Gasoline,AMG C63 Cabriolet,Comfort,Ventilated front seats
CUS1258,2,Medium ,Single,CD,>40,Gasoline,AMG C63 Cabriolet,Entertainment,AMG Night Package
CUS1259,2,Medium ,Single,CD,>40,Gasoline,AMG C63 Cabriolet,Performance,Parking Assist Package
CUS1260,2,Medium ,Single,CD,>40,Gasoline,AMG C63 Cabriolet,Styling,AMG Carbon Fiber Rear Spoiler
CUS1261,3,Medium ,Single,CD,<40,Gasoline,AMG C63 Coupe,Comfort,AMG Performance Nappa/DINAMICA steering wheel
CUS1262,3,Medium ,Single,CD,<40,Gasoline,AMG C63 Coupe,Entertainment,AMG Night Package
CUS1263,3,Medium ,Single,CD,<40,Gasoline,AMG C63 Coupe,Performance,AMG Exterior Carbon Fiber Package 1
CUS1264,3,Medium ,Single,CD,<40,Gasoline,AMG C63 Coupe,Styling,Red seat belts
CUS1265,2,Medium ,Single,CD,<40,Gasoline,AMG C63 S Cabriolet,Comfort,AMG Door Pins
CUS1266,2,Medium ,Single,CD,<40,Gasoline,AMG C63 S Cabriolet,Entertainment,AMG Night Package
CUS1267,2,Medium ,Single,CD,<40,Gasoline,AMG C63 S Cabriolet,Performance,AMG Performance Exhaust System
CUS1268,2,Medium ,Single,CD,<40,Gasoline,AMG C63 S Cabriolet,Styling,AMG Side Sill Panels
CUS1269,3,Medium ,Married,CD,<40,Gasoline,AMG C63 S Coupe,Comfort,Cabin atomizer fragrances
CUS1270,3,Medium ,Married,CD,<40,Gasoline,AMG C63 S Coupe,Entertainment,AMG Night Package
CUS1271,3,Medium ,Married,CD,<40,Gasoline,AMG C63 S Coupe,Performance,AMG Carbon-Ceramic Front Braking System
CUS1272,3,Medium ,Married,CD,<40,Gasoline,AMG C63 S Coupe,Styling,Wheel Hub Inserts
CUS1273,4,Medium ,Single,CD,<40,Gasoline,AMG C63 S Sedan,Comfort,"mbrace Concierge
3-month free trial"
CUS1274,4,Medium ,Single,CD,<40,Gasoline,AMG C63 S Sedan,Entertainment,Garmin® MAP PILOT
CUS1275,4,Medium ,Single,CD,<40,Gasoline,AMG C63 S Sedan,Performance,AMG Carbon-Ceramic Front Braking System
CUS1276,4,Medium ,Single,CD,<40,Gasoline,AMG C63 S Sedan,Styling,Chrome Door Handle Inserts
CUS1277,4,Medium ,Married,LD,<40,Gasoline,AMG C63 Sedan,Comfort,"mbrace Concierge
3-month free trial"
CUS1278,4,Medium ,Married,LD,<40,Gasoline,AMG C63 Sedan,Entertainment,AMG Head-Up Display
CUS1279,4,Medium ,Married,LD,<40,Gasoline,AMG C63 Sedan,Performance,AMG Exterior Carbon Fiber Package
CUS1280,4,Medium ,Married,LD,<40,Gasoline,AMG C63 Sedan,Styling,AMG Carbon Fiber Rear Spoiler
CUS1281,3,Medium ,Single,LD,>40,Gasoline,2016 CLS400 4MATIC Coupe,Comfort,Heated steering wheel
CUS1282,3,Medium ,Single,LD,>40,Gasoline,2016 CLS400 4MATIC Coupe,Entertainment,Driver Assistance Package
CUS1283,3,Medium ,Single,LD,>40,Gasoline,2016 CLS400 4MATIC Coupe,Performance,AIRMATIC semi-active air suspension
CUS1284,3,Medium ,Single,LD,>40,Gasoline,2016 CLS400 4MATIC Coupe,Styling,18-inch 10-spoke alloy wheels
CUS1285,3,Medium ,Married,CD,>40,Gasoline,2016 CLS400 Coupe,Comfort,Heated steering wheel
CUS1286,3,Medium ,Married,CD,>40,Gasoline,2016 CLS400 Coupe,Entertainment,Driver Assistance Package
CUS1287,3,Medium ,Married,CD,>40,Gasoline,2016 CLS400 Coupe,Performance,AIRMATIC semi-active air suspension
CUS1288,3,Medium ,Married,CD,>40,Gasoline,2016 CLS400 Coupe,Styling,19-inch 10-spoke alloy wheels
CUS1289,2,Low,Single,CD,>40,Gasoline,AMG C43 Cabriolet,Comfort,AMG Performance front seats
CUS1290,2,Low,Single,CD,>40,Gasoline,AMG C43 Cabriolet,Entertainment,AMG Head-Up Display
CUS1291,2,Low,Single,CD,>40,Gasoline,AMG C43 Cabriolet,Performance,AMG Nappa/DINAMICA Performance steering wheel
CUS1292,2,Low,Single,CD,>40,Gasoline,AMG C43 Cabriolet,Styling,Panorama roof
CUS1293,4,Low,Married,LD,<40,Gasoline,AMG C43 Sedan,Comfort,AMG Performance front seats
CUS1294,4,Low,Married,LD,<40,Gasoline,AMG C43 Sedan,Entertainment,AMG Head-Up Display
CUS1295,4,Low,Married,LD,<40,Gasoline,AMG C43 Sedan,Performance,AMG Nappa/DINAMICA Performance steering wheel
CUS1296,4,Low,Married,LD,<40,Gasoline,AMG C43 Sedan,Styling,Panorama roof
CUS1297,2,Medium ,Single,CD,>40,Gasoline,AMG C63 Cabriolet,Comfort,Ventilated front seats
CUS1298,2,Medium ,Single,CD,>40,Gasoline,AMG C63 Cabriolet,Entertainment,AMG Night Package
CUS1299,2,Medium ,Single,CD,>40,Gasoline,AMG C63 Cabriolet,Performance,Parking Assist Package
CUS1300,2,Medium ,Single,CD,>40,Gasoline,AMG C63 Cabriolet,Styling,AMG Carbon Fiber Rear Spoiler
CUS1301,3,Medium ,Single,CD,<40,Gasoline,AMG C63 Coupe,Comfort,AMG Performance Nappa/DINAMICA steering wheel
CUS1302,3,Medium ,Single,CD,<40,Gasoline,AMG C63 Coupe,Entertainment,AMG Night Package
CUS1303,3,Medium ,Single,CD,<40,Gasoline,AMG C63 Coupe,Performance,AMG Exterior Carbon Fiber Package 1
CUS1304,3,Medium ,Single,CD,<40,Gasoline,AMG C63 Coupe,Styling,Red seat belts
CUS1305,2,Medium ,Single,CD,<40,Gasoline,AMG C63 S Cabriolet,Comfort,AMG Door Pins
CUS1306,2,Medium ,Single,CD,<40,Gasoline,AMG C63 S Cabriolet,Entertainment,AMG Night Package
CUS1307,2,Medium ,Single,CD,<40,Gasoline,AMG C63 S Cabriolet,Performance,AMG Performance Exhaust System
CUS1308,2,Medium ,Single,CD,<40,Gasoline,AMG C63 S Cabriolet,Styling,AMG Side Sill Panels
CUS1309,3,Medium ,Married,CD,<40,Gasoline,AMG C63 S Coupe,Comfort,Cabin atomizer fragrances
CUS1310,3,Medium ,Married,CD,<40,Gasoline,AMG C63 S Coupe,Entertainment,AMG Night Package
CUS1311,3,Medium ,Married,CD,<40,Gasoline,AMG C63 S Coupe,Performance,AMG Carbon-Ceramic Front Braking System
CUS1312,3,Medium ,Married,CD,<40,Gasoline,AMG C63 S Coupe,Styling,Wheel Hub Inserts
CUS1313,4,Medium ,Single,CD,<40,Gasoline,AMG C63 S Sedan,Comfort,"mbrace Concierge
3-month free trial"
CUS1314,4,Medium ,Single,CD,<40,Gasoline,AMG C63 S Sedan,Entertainment,Garmin® MAP PILOT
CUS1315,4,Medium ,Single,CD,<40,Gasoline,AMG C63 S Sedan,Performance,AMG Carbon-Ceramic Front Braking System
CUS1316,4,Medium ,Single,CD,<40,Gasoline,AMG C63 S Sedan,Styling,Chrome Door Handle Inserts
CUS1317,4,Medium ,Married,LD,<40,Gasoline,AMG C63 Sedan,Comfort,"mbrace Concierge
3-month free trial"
CUS1318,4,Medium ,Married,LD,<40,Gasoline,AMG C63 Sedan,Entertainment,AMG Head-Up Display
CUS1319,4,Medium ,Married,LD,<40,Gasoline,AMG C63 Sedan,Performance,AMG Exterior Carbon Fiber Package
CUS1320,4,Medium ,Married,LD,<40,Gasoline,AMG C63 Sedan,Styling,AMG Carbon Fiber Rear Spoiler
CUS1321,3,Medium ,Single,LD,>40,Gasoline,2016 CLS400 4MATIC Coupe,Comfort,Heated steering wheel
CUS1322,3,Medium ,Single,LD,>40,Gasoline,2016 CLS400 4MATIC Coupe,Entertainment,Driver Assistance Package
CUS1323,3,Medium ,Single,LD,>40,Gasoline,2016 CLS400 4MATIC Coupe,Performance,AIRMATIC semi-active air suspension
CUS1324,3,Medium ,Single,LD,>40,Gasoline,2016 CLS400 4MATIC Coupe,Styling,18-inch 10-spoke alloy wheels
CUS1325,3,Medium ,Married,CD,>40,Gasoline,2016 CLS400 Coupe,Comfort,Heated steering wheel
CUS1326,3,Medium ,Married,CD,>40,Gasoline,2016 CLS400 Coupe,Entertainment,Driver Assistance Package
CUS1327,3,Medium ,Married,CD,>40,Gasoline,2016 CLS400 Coupe,Performance,AIRMATIC semi-active air suspension
CUS1328,3,Medium ,Married,CD,>40,Gasoline,2016 CLS400 Coupe,Styling,19-inch 10-spoke alloy wheels
CUS1329,2,Low,Single,CD,>40,Gasoline,AMG C43 Cabriolet,Comfort,AMG Performance front seats
CUS1330,2,Low,Single,CD,>40,Gasoline,AMG C43 Cabriolet,Entertainment,AMG Head-Up Display
CUS1331,2,Low,Single,CD,>40,Gasoline,AMG C43 Cabriolet,Performance,AMG Nappa/DINAMICA Performance steering wheel
CUS1332,2,Low,Single,CD,>40,Gasoline,AMG C43 Cabriolet,Styling,Panorama roof
CUS1333,4,Low,Married,LD,<40,Gasoline,AMG C43 Sedan,Comfort,AMG Performance front seats
CUS1334,4,Low,Married,LD,<40,Gasoline,AMG C43 Sedan,Entertainment,AMG Head-Up Display
CUS1335,4,Low,Married,LD,<40,Gasoline,AMG C43 Sedan,Performance,AMG Nappa/DINAMICA Performance steering wheel
CUS1336,4,Low,Married,LD,<40,Gasoline,AMG C43 Sedan,Styling,Panorama roof
CUS1337,2,Medium ,Single,CD,>40,Gasoline,AMG C63 Cabriolet,Comfort,Ventilated front seats
CUS1338,2,Medium ,Single,CD,>40,Gasoline,AMG C63 Cabriolet,Entertainment,AMG Night Package
CUS1339,2,Medium ,Single,CD,>40,Gasoline,AMG C63 Cabriolet,Performance,Parking Assist Package
CUS1340,2,Medium ,Single,CD,>40,Gasoline,AMG C63 Cabriolet,Styling,AMG Carbon Fiber Rear Spoiler
CUS1341,3,Medium ,Single,CD,<40,Gasoline,AMG C63 Coupe,Comfort,AMG Performance Nappa/DINAMICA steering wheel
CUS1342,3,Medium ,Single,CD,<40,Gasoline,AMG C63 Coupe,Entertainment,AMG Night Package
CUS1343,3,Medium ,Single,CD,<40,Gasoline,AMG C63 Coupe,Performance,AMG Exterior Carbon Fiber Package 1
CUS1344,3,Medium ,Single,CD,<40,Gasoline,AMG C63 Coupe,Styling,Red seat belts
CUS1345,2,Medium ,Single,CD,<40,Gasoline,AMG C63 S Cabriolet,Comfort,AMG Door Pins
CUS1346,2,Medium ,Single,CD,<40,Gasoline,AMG C63 S Cabriolet,Entertainment,AMG Night Package
CUS1347,2,Medium ,Single,CD,<40,Gasoline,AMG C63 S Cabriolet,Performance,AMG Performance Exhaust System
CUS1348,2,Medium ,Single,CD,<40,Gasoline,AMG C63 S Cabriolet,Styling,AMG Side Sill Panels
CUS1349,3,Medium ,Married,CD,<40,Gasoline,AMG C63 S Coupe,Comfort,Cabin atomizer fragrances
CUS1350,3,Medium ,Married,CD,<40,Gasoline,AMG C63 S Coupe,Entertainment,AMG Night Package
CUS1351,3,Medium ,Married,CD,<40,Gasoline,AMG C63 S Coupe,Performance,AMG Carbon-Ceramic Front Braking System
CUS1352,3,Medium ,Married,CD,<40,Gasoline,AMG C63 S Coupe,Styling,Wheel Hub Inserts
CUS1353,4,Medium ,Single,CD,<40,Gasoline,AMG C63 S Sedan,Comfort,"mbrace Concierge
3-month free trial"
CUS1354,4,Medium ,Single,CD,<40,Gasoline,AMG C63 S Sedan,Entertainment,Garmin® MAP PILOT
CUS1355,4,Medium ,Single,CD,<40,Gasoline,AMG C63 S Sedan,Performance,AMG Carbon-Ceramic Front Braking System
CUS1356,4,Medium ,Single,CD,<40,Gasoline,AMG C63 S Sedan,Styling,Chrome Door Handle Inserts
CUS1357,4,Medium ,Married,LD,<40,Gasoline,AMG C63 Sedan,Comfort,"mbrace Concierge
3-month free trial"
CUS1358,4,Medium ,Married,LD,<40,Gasoline,AMG C63 Sedan,Entertainment,AMG Head-Up Display
CUS1359,4,Medium ,Married,LD,<40,Gasoline,AMG C63 Sedan,Performance,AMG Exterior Carbon Fiber Package
CUS1360,4,Medium ,Married,LD,<40,Gasoline,AMG C63 Sedan,Styling,AMG Carbon Fiber Rear Spoiler
CUS1361,3,Medium ,Single,LD,>40,Gasoline,2016 CLS400 4MATIC Coupe,Comfort,Heated steering wheel
CUS1362,3,Medium ,Single,LD,>40,Gasoline,2016 CLS400 4MATIC Coupe,Entertainment,Driver Assistance Package
CUS1363,3,Medium ,Single,LD,>40,Gasoline,2016 CLS400 4MATIC Coupe,Performance,AIRMATIC semi-active air suspension
CUS1364,3,Medium ,Single,LD,>40,Gasoline,2016 CLS400 4MATIC Coupe,Styling,18-inch 10-spoke alloy wheels
CUS1365,3,Medium ,Married,CD,>40,Gasoline,2016 CLS400 Coupe,Comfort,Heated steering wheel
CUS1366,3,Medium ,Married,CD,>40,Gasoline,2016 CLS400 Coupe,Entertainment,Driver Assistance Package
CUS1367,3,Medium ,Married,CD,>40,Gasoline,2016 CLS400 Coupe,Performance,AIRMATIC semi-active air suspension
CUS1368,3,Medium ,Married,CD,>40,Gasoline,2016 CLS400 Coupe,Styling,19-inch 10-spoke alloy wheels
CUS1369,2,Low,Single,CD,>40,Gasoline,AMG C43 Cabriolet,Comfort,AMG Performance front seats
CUS1370,2,Low,Single,CD,>40,Gasoline,AMG C43 Cabriolet,Entertainment,AMG Head-Up Display
CUS1371,2,Low,Single,CD,>40,Gasoline,AMG C43 Cabriolet,Performance,AMG Nappa/DINAMICA Performance steering wheel
CUS1372,2,Low,Single,CD,>40,Gasoline,AMG C43 Cabriolet,Styling,Panorama roof
CUS1373,4,Low,Married,LD,<40,Gasoline,AMG C43 Sedan,Comfort,AMG Performance front seats
CUS1374,4,Low,Married,LD,<40,Gasoline,AMG C43 Sedan,Entertainment,AMG Head-Up Display
CUS1375,4,Low,Married,LD,<40,Gasoline,AMG C43 Sedan,Performance,AMG Nappa/DINAMICA Performance steering wheel
CUS1376,4,Low,Married,LD,<40,Gasoline,AMG C43 Sedan,Styling,Panorama roof
CUS1377,2,Medium ,Single,CD,>40,Gasoline,AMG C63 Cabriolet,Comfort,Ventilated front seats
CUS1378,2,Medium ,Single,CD,>40,Gasoline,AMG C63 Cabriolet,Entertainment,AMG Night Package
CUS1379,2,Medium ,Single,CD,>40,Gasoline,AMG C63 Cabriolet,Performance,Parking Assist Package
CUS1380,2,Medium ,Single,CD,>40,Gasoline,AMG C63 Cabriolet,Styling,AMG Carbon Fiber Rear Spoiler
CUS1381,3,Medium ,Single,CD,<40,Gasoline,AMG C63 Coupe,Comfort,AMG Performance Nappa/DINAMICA steering wheel
CUS1382,3,Medium ,Single,CD,<40,Gasoline,AMG C63 Coupe,Entertainment,AMG Night Package
CUS1383,3,Medium ,Single,CD,<40,Gasoline,AMG C63 Coupe,Performance,AMG Exterior Carbon Fiber Package 1
CUS1384,3,Medium ,Single,CD,<40,Gasoline,AMG C63 Coupe,Styling,Red seat belts
CUS1385,2,Medium ,Single,CD,<40,Gasoline,AMG C63 S Cabriolet,Comfort,AMG Door Pins
CUS1386,2,Medium ,Single,CD,<40,Gasoline,AMG C63 S Cabriolet,Entertainment,AMG Night Package
CUS1387,2,Medium ,Single,CD,<40,Gasoline,AMG C63 S Cabriolet,Performance,AMG Performance Exhaust System
CUS1388,2,Medium ,Single,CD,<40,Gasoline,AMG C63 S Cabriolet,Styling,AMG Side Sill Panels
CUS1389,3,Medium ,Married,CD,<40,Gasoline,AMG C63 S Coupe,Comfort,Cabin atomizer fragrances
CUS1390,3,Medium ,Married,CD,<40,Gasoline,AMG C63 S Coupe,Entertainment,AMG Night Package
CUS1391,3,Medium ,Married,CD,<40,Gasoline,AMG C63 S Coupe,Performance,AMG Carbon-Ceramic Front Braking System
CUS1392,3,Medium ,Married,CD,<40,Gasoline,AMG C63 S Coupe,Styling,Wheel Hub Inserts
CUS1393,4,Medium ,Single,CD,<40,Gasoline,AMG C63 S Sedan,Comfort,"mbrace Concierge
3-month free trial"
CUS1394,4,Medium ,Single,CD,<40,Gasoline,AMG C63 S Sedan,Entertainment,Garmin® MAP PILOT
