Name,Family_size,Status,Location,Age,Budget,Model
CUS6208,5,Low,Married,LD,<40,GLE350 4MATIC SUV
CUS6209,5,Low,Single,CD,<40,GLA250 SUV
CUS6210,5,Medium ,Single,CD,<40,GLS450 SUV
CUS6211,5,High,Single,CD,<40,AMG GLE63 SUV
CUS6212,5,Low,Married,CD,<40,GLE350 SUV
CUS6213,5,Medium ,Married,CD,<40,GLS550 SUV
CUS6214,5,High,Married,CD,<40,AMG GLE63 S SUV
CUS6215,5,Low,Single,LD,>40,GLC300 4MATIC SUV
CUS6216,5,High,Single,LD,>40,AMG GLS63 SUV
CUS6217,5,Low,Married,LD,>40,AMG GLC43 SUV
CUS6218,5,High,Married,LD,>40,G550 SUV
CUS6219,5,Low,Single,CD,>40,GLC300 SUV
CUS6220,5,High,Single,CD,>40,AMG G63 SUV
CUS6221,5,Low,Married,CD,>40,AMG GLA45 SUV
CUS6222,5,High,Married,CD,>40,AMG G65 SUV
CUS6223,3,Low,Single,LD,<40,C300 4MATIC Coupe
CUS6224,3,Medium ,Single,LD,<40,AMG GLE43 Coupe
CUS6225,3,Low,Married,LD,<40,CLA250 4MATIC Coupe
CUS6226,3,Medium ,Married,LD,<40,CLS550 Coupe
CUS6227,3,High,Married,LD,<40,AMG CLS63 S Coupe
CUS6228,3,Low,Single,CD,<40,C300 Coupe
CUS6229,3,Medium ,Single,CD,<40,AMG C63 Coupe
CUS6230,3,Low,Married,CD,<40,CLA250 Coupe
CUS6231,3,Medium ,Married,CD,<40,AMG C63 S Coupe
CUS6232,3,Low,Single,LD,>40,E400 4MATIC Coupe
CUS6233,3,Medium ,Single,LD,>40,2016 CLS400 4MATIC Coupe
CUS6234,3,High,Single,LD,>40,AMG GLE63 S Coupe
CUS6235,3,Low,Married,LD,>40,GLC300 4MATIC Coupe
CUS6236,3,Medium ,Married,LD,>40,CLS550 4MATIC Coupe
CUS6237,3,High,Married,LD,>40,S550 4MATIC Coupe
CUS6238,3,Low,Single,CD,>40,E400 Coupe
CUS6239,3,Medium ,Single,CD,>40,E550 Coupe
CUS6240,3,High,Single,CD,>40,AMG S63 Coupe
CUS6241,3,Low,Married,CD,>40,AMG CLA45 Coupe
CUS6242,3,Medium ,Married,CD,>40,2016 CLS400 Coupe
CUS6243,3,High,Married,CD,>40,AMG S65 Coupe
CUS6244,4,High,Married,ED,<40,S550e Plug-in Hybrid
CUS6245,4,Low,Single,ED,<40,C350e Plug-in Hybrid Sedan
CUS6246,4,Low,Single,LD,<40,C300 4MATIC Sedan
CUS6247,4,High,Single,LD,<40,S550 4MATIC Sedan
CUS6248,4,Low,Married,LD,<40,AMG C43 Sedan
CUS6249,4,Medium ,Married,LD,<40,AMG C63 Sedan
CUS6250,4,High,Married,LD,<40,AMG S63 Sedan
CUS6251,4,Medium ,Single,CD,<40,AMG C63 S Sedan
CUS6252,4,Low,Married,CD,<40,C300 Sedan
CUS6253,4,High,Married,CD,<40,S550 Sedan
CUS6254,4,Low,Single,LD,>40,E300 4MATIC Sedan
CUS6255,4,Medium ,Single,LD,>40,AMG E43 Sedan
CUS6256,4,High,Single,LD,>40,Mercedes-Maybach S550 4MATIC Sedan
CUS6257,4,High,Married,LD,>40,S600 Sedan
CUS6258,4,High,Single,CD,>40,AMG S65 Sedan
CUS6259,4,Low,Married,CD,>40,E300 Sedan
CUS6260,4,High,Married,CD,>40,Mercedes-Maybach S600 Sedan
CUS6261,2,High,Married,ED,<40,C300 4MATIC Cabriolet
CUS6262,2,Low,Single,CD,<40,C300 Cabriolet
CUS6263,2,Medium ,Single,CD,<40,AMG C63 S Cabriolet
CUS6264,2,Medium ,Married,CD,<40,E400 Cabriolet
CUS6265,2,Medium ,Single,LD,>40,E550 Cabriolet
CUS6266,2,High,Single,LD,>40,S550 Cabriolet
CUS6267,2,High,Married,LD,>40,AMG S65 Cabriolet
CUS6268,2,Low,Single,CD,>40,AMG C43 Cabriolet
CUS6269,2,Medium ,Single,CD,>40,AMG C63 Cabriolet
CUS6270,2,High,Married,CD,>40,AMG S63 Cabriolet
CUS6271,5,Medium ,Single,ED,<40,GLE550e 4MATIC Plug-in Hybrid SUV
CUS6272,5,Low,Single,LD,<40,GLA250 4MATIC SUV
CUS6273,5,Medium ,Single,LD,<40,AMG GLE43 SUV
CUS6274,5,Low,Married,LD,<40,GLE350 4MATIC SUV
CUS6275,5,Low,Single,CD,<40,GLA250 SUV
CUS6276,5,Medium ,Single,CD,<40,GLS450 SUV
CUS6277,5,High,Single,CD,<40,AMG GLE63 SUV
CUS6278,5,Low,Married,CD,<40,GLE350 SUV
CUS6279,5,Medium ,Married,CD,<40,GLS550 SUV
CUS6280,5,High,Married,CD,<40,AMG GLE63 S SUV
CUS6281,5,Low,Single,LD,>40,GLC300 4MATIC SUV
CUS6282,5,High,Single,LD,>40,AMG GLS63 SUV
CUS6283,5,Low,Married,LD,>40,AMG GLC43 SUV
CUS6284,5,High,Married,LD,>40,G550 SUV
CUS6285,5,Low,Single,CD,>40,GLC300 SUV
CUS6286,5,High,Single,CD,>40,AMG G63 SUV
CUS6287,5,Low,Married,CD,>40,AMG GLA45 SUV
CUS6288,5,High,Married,CD,>40,AMG G65 SUV
CUS6289,3,Low,Single,LD,<40,C300 4MATIC Coupe
CUS6290,3,Medium ,Single,LD,<40,AMG GLE43 Coupe
CUS6291,3,Low,Married,LD,<40,CLA250 4MATIC Coupe
CUS6292,3,Medium ,Married,LD,<40,CLS550 Coupe
CUS6293,3,High,Married,LD,<40,AMG CLS63 S Coupe
CUS6294,3,Low,Single,CD,<40,C300 Coupe
CUS6295,3,Medium ,Single,CD,<40,AMG C63 Coupe
CUS6296,3,Low,Married,CD,<40,CLA250 Coupe
CUS6297,3,Medium ,Married,CD,<40,AMG C63 S Coupe
CUS6298,3,Low,Single,LD,>40,E400 4MATIC Coupe
CUS6299,3,Medium ,Single,LD,>40,2016 CLS400 4MATIC Coupe
CUS6300,3,High,Single,LD,>40,AMG GLE63 S Coupe
CUS6301,3,Low,Married,LD,>40,GLC300 4MATIC Coupe
CUS6302,3,Medium ,Married,LD,>40,CLS550 4MATIC Coupe
CUS6303,3,High,Married,LD,>40,S550 4MATIC Coupe
CUS6304,3,Low,Single,CD,>40,E400 Coupe
CUS6305,3,Medium ,Single,CD,>40,E550 Coupe
CUS6306,3,High,Single,CD,>40,AMG S63 Coupe
CUS6307,3,Low,Married,CD,>40,AMG CLA45 Coupe
CUS6308,3,Medium ,Married,CD,>40,2016 CLS400 Coupe
CUS6309,3,High,Married,CD,>40,AMG S65 Coupe
CUS6310,4,High,Married,ED,<40,S550e Plug-in Hybrid
CUS6311,4,Low,Single,ED,<40,C350e Plug-in Hybrid Sedan
CUS6312,4,Low,Single,LD,<40,C300 4MATIC Sedan
CUS6313,4,High,Single,LD,<40,S550 4MATIC Sedan
CUS6314,4,Low,Married,LD,<40,AMG C43 Sedan
CUS6315,4,Medium ,Married,LD,<40,AMG C63 Sedan
CUS6316,4,High,Married,LD,<40,AMG S63 Sedan
CUS6317,4,Medium ,Single,CD,<40,AMG C63 S Sedan
CUS6318,4,Low,Married,CD,<40,C300 Sedan
CUS6319,4,High,Married,CD,<40,S550 Sedan
CUS6320,4,Low,Single,LD,>40,E300 4MATIC Sedan
CUS6321,4,Medium ,Single,LD,>40,AMG E43 Sedan
CUS6322,4,High,Single,LD,>40,Mercedes-Maybach S550 4MATIC Sedan
CUS6323,4,High,Married,LD,>40,S600 Sedan
CUS6324,4,High,Single,CD,>40,AMG S65 Sedan
CUS6325,4,Low,Married,CD,>40,E300 Sedan
CUS6326,4,High,Married,CD,>40,Mercedes-Maybach S600 Sedan
CUS6327,2,High,Married,ED,<40,C300 4MATIC Cabriolet
CUS6328,2,Low,Single,CD,<40,C300 Cabriolet
CUS6329,2,Medium ,Single,CD,<40,AMG C63 S Cabriolet
CUS6330,2,Medium ,Married,CD,<40,E400 Cabriolet
CUS6331,2,Medium ,Single,LD,>40,E550 Cabriolet
CUS6332,2,High,Single,LD,>40,S550 Cabriolet
CUS6333,2,High,Married,LD,>40,AMG S65 Cabriolet
CUS6334,2,Low,Single,CD,>40,AMG C43 Cabriolet
CUS6335,2,Medium ,Single,CD,>40,AMG C63 Cabriolet
CUS6336,2,High,Married,CD,>40,AMG S63 Cabriolet
CUS6337,5,Medium ,Single,ED,<40,GLE550e 4MATIC Plug-in Hybrid SUV
CUS6338,5,Low,Single,LD,<40,GLA250 4MATIC SUV
CUS6339,5,Medium ,Single,LD,<40,AMG GLE43 SUV
CUS6340,5,Low,Married,LD,<40,GLE350 4MATIC SUV
CUS6341,5,Low,Single,CD,<40,GLA250 SUV
CUS6342,5,Medium ,Single,CD,<40,GLS450 SUV
CUS6343,5,High,Single,CD,<40,AMG GLE63 SUV
CUS6344,5,Low,Married,CD,<40,GLE350 SUV
CUS6345,5,Medium ,Married,CD,<40,GLS550 SUV
CUS6346,5,High,Married,CD,<40,AMG GLE63 S SUV
CUS6347,5,Low,Single,LD,>40,GLC300 4MATIC SUV
CUS6348,5,High,Single,LD,>40,AMG GLS63 SUV
CUS6349,5,Low,Married,LD,>40,AMG GLC43 SUV
CUS6350,5,High,Married,LD,>40,G550 SUV
CUS6351,5,Low,Single,CD,>40,GLC300 SUV
CUS6352,5,High,Single,CD,>40,AMG G63 SUV
CUS6353,5,Low,Married,CD,>40,AMG GLA45 SUV
CUS6354,5,High,Married,CD,>40,AMG G65 SUV
CUS6355,3,Low,Single,LD,<40,C300 4MATIC Coupe
CUS6356,3,Medium ,Single,LD,<40,AMG GLE43 Coupe
CUS6357,3,Low,Married,LD,<40,CLA250 4MATIC Coupe
CUS6358,3,Medium ,Married,LD,<40,CLS550 Coupe
CUS6359,3,High,Married,LD,<40,AMG CLS63 S Coupe
CUS6360,3,Low,Single,CD,<40,C300 Coupe
CUS6361,3,Medium ,Single,CD,<40,AMG C63 Coupe
CUS6362,3,Low,Married,CD,<40,CLA250 Coupe
CUS6363,3,Medium ,Married,CD,<40,AMG C63 S Coupe
CUS6364,3,Low,Single,LD,>40,E400 4MATIC Coupe
CUS6365,3,Medium ,Single,LD,>40,2016 CLS400 4MATIC Coupe
CUS6366,3,High,Single,LD,>40,AMG GLE63 S Coupe
CUS6367,3,Low,Married,LD,>40,GLC300 4MATIC Coupe
CUS6368,3,Medium ,Married,LD,>40,CLS550 4MATIC Coupe
CUS6369,3,High,Married,LD,>40,S550 4MATIC Coupe
CUS6370,3,Low,Single,CD,>40,E400 Coupe
CUS6371,3,Medium ,Single,CD,>40,E550 Coupe
CUS6372,3,High,Single,CD,>40,AMG S63 Coupe
CUS6373,3,Low,Married,CD,>40,AMG CLA45 Coupe
CUS6374,3,Medium ,Married,CD,>40,2016 CLS400 Coupe
CUS6375,3,High,Married,CD,>40,AMG S65 Coupe
CUS6376,4,High,Married,ED,<40,S550e Plug-in Hybrid
CUS6377,4,Low,Single,ED,<40,C350e Plug-in Hybrid Sedan
CUS6378,4,Low,Single,LD,<40,C300 4MATIC Sedan
CUS6379,4,High,Single,LD,<40,S550 4MATIC Sedan
CUS6380,4,Low,Married,LD,<40,AMG C43 Sedan
CUS6381,4,Medium ,Married,LD,<40,AMG C63 Sedan
CUS6382,4,High,Married,LD,<40,AMG S63 Sedan
CUS6383,4,Medium ,Single,CD,<40,AMG C63 S Sedan
CUS6384,4,Low,Married,CD,<40,C300 Sedan
CUS6385,4,High,Married,CD,<40,S550 Sedan
CUS6386,4,Low,Single,LD,>40,E300 4MATIC Sedan
CUS6387,4,Medium ,Single,LD,>40,AMG E43 Sedan
CUS6388,4,High,Single,LD,>40,Mercedes-Maybach S550 4MATIC Sedan
CUS6389,4,High,Married,LD,>40,S600 Sedan
CUS6390,4,High,Single,CD,>40,AMG S65 Sedan
CUS6391,4,Low,Married,CD,>40,E300 Sedan
CUS6392,4,High,Married,CD,>40,Mercedes-Maybach S600 Sedan
CUS6393,2,High,Married,ED,<40,C300 4MATIC Cabriolet
CUS6394,2,Low,Single,CD,<40,C300 Cabriolet
CUS6395,2,Medium ,Single,CD,<40,AMG C63 S Cabriolet
CUS6396,2,Medium ,Married,CD,<40,E400 Cabriolet
CUS6397,2,Medium ,Single,LD,>40,E550 Cabriolet
CUS6398,2,High,Single,LD,>40,S550 Cabriolet
CUS6399,2,High,Married,LD,>40,AMG S65 Cabriolet
CUS6400,2,Low,Single,CD,>40,AMG C43 Cabriolet
CUS6401,2,Medium ,Single,CD,>40,AMG C63 Cabriolet
CUS6402,2,High,Married,CD,>40,AMG S63 Cabriolet
CUS6403,5,Medium ,Single,ED,<40,GLE550e 4MATIC Plug-in Hybrid SUV
CUS6404,5,Low,Single,LD,<40,GLA250 4MATIC SUV
CUS6405,5,Medium ,Single,LD,<40,AMG GLE43 SUV
CUS6406,5,Low,Married,LD,<40,GLE350 4MATIC SUV
CUS6407,5,Low,Single,CD,<40,GLA250 SUV
CUS6408,5,Medium ,Single,CD,<40,GLS450 SUV
CUS6409,5,High,Single,CD,<40,AMG GLE63 SUV
CUS6410,5,Low,Married,CD,<40,GLE350 SUV
CUS6411,5,Medium ,Married,CD,<40,GLS550 SUV
CUS6412,5,High,Married,CD,<40,AMG GLE63 S SUV
CUS6413,5,Low,Single,LD,>40,GLC300 4MATIC SUV
CUS6414,5,High,Single,LD,>40,AMG GLS63 SUV
CUS6415,5,Low,Married,LD,>40,AMG GLC43 SUV
CUS6416,5,High,Married,LD,>40,G550 SUV
CUS6417,5,Low,Single,CD,>40,GLC300 SUV
CUS6418,5,High,Single,CD,>40,AMG G63 SUV
CUS6419,5,Low,Married,CD,>40,AMG GLA45 SUV
CUS6420,5,High,Married,CD,>40,AMG G65 SUV
CUS6421,3,Low,Single,LD,<40,C300 4MATIC Coupe
CUS6422,3,Medium ,Single,LD,<40,AMG GLE43 Coupe
CUS6423,3,Low,Married,LD,<40,CLA250 4MATIC Coupe
CUS6424,3,Medium ,Married,LD,<40,CLS550 Coupe
CUS6425,3,High,Married,LD,<40,AMG CLS63 S Coupe
CUS6426,3,Low,Single,CD,<40,C300 Coupe
CUS6427,3,Medium ,Single,CD,<40,AMG C63 Coupe
CUS6428,3,Low,Married,CD,<40,CLA250 Coupe
CUS6429,3,Medium ,Married,CD,<40,AMG C63 S Coupe
CUS6430,3,Low,Single,LD,>40,E400 4MATIC Coupe
CUS6431,3,Medium ,Single,LD,>40,2016 CLS400 4MATIC Coupe
CUS6432,3,High,Single,LD,>40,AMG GLE63 S Coupe
CUS6433,3,Low,Married,LD,>40,GLC300 4MATIC Coupe
CUS6434,3,Medium ,Married,LD,>40,CLS550 4MATIC Coupe
CUS6435,3,High,Married,LD,>40,S550 4MATIC Coupe
CUS6436,3,Low,Single,CD,>40,E400 Coupe
CUS6437,3,Medium ,Single,CD,>40,E550 Coupe
CUS6438,3,High,Single,CD,>40,AMG S63 Coupe
CUS6439,3,Low,Married,CD,>40,AMG CLA45 Coupe
CUS6440,3,Medium ,Married,CD,>40,2016 CLS400 Coupe
CUS6441,3,High,Married,CD,>40,AMG S65 Coupe
CUS6442,4,High,Married,ED,<40,S550e Plug-in Hybrid
CUS6443,4,Low,Single,ED,<40,C350e Plug-in Hybrid Sedan
CUS6444,4,Low,Single,LD,<40,C300 4MATIC Sedan
CUS6445,4,High,Single,LD,<40,S550 4MATIC Sedan
CUS6446,4,Low,Married,LD,<40,AMG C43 Sedan
CUS6447,4,Medium ,Married,LD,<40,AMG C63 Sedan
CUS6448,4,High,Married,LD,<40,AMG S63 Sedan
CUS6449,4,Medium ,Single,CD,<40,AMG C63 S Sedan
CUS6450,4,Low,Married,CD,<40,C300 Sedan
CUS6451,4,High,Married,CD,<40,S550 Sedan
CUS6452,4,Low,Single,LD,>40,E300 4MATIC Sedan
CUS6453,4,Medium ,Single,LD,>40,AMG E43 Sedan
CUS6454,4,High,Single,LD,>40,Mercedes-Maybach S550 4MATIC Sedan
CUS6455,4,High,Married,LD,>40,S600 Sedan
CUS6456,4,High,Single,CD,>40,AMG S65 Sedan
CUS6457,4,Low,Married,CD,>40,E300 Sedan
CUS6458,4,High,Married,CD,>40,Mercedes-Maybach S600 Sedan
CUS6459,2,High,Married,ED,<40,C300 4MATIC Cabriolet
CUS6460,2,Low,Single,CD,<40,C300 Cabriolet
CUS6461,2,Medium ,Single,CD,<40,AMG C63 S Cabriolet
CUS6462,2,Medium ,Married,CD,<40,E400 Cabriolet
CUS6463,2,Medium ,Single,LD,>40,E550 Cabriolet
CUS6464,2,High,Single,LD,>40,S550 Cabriolet
CUS6465,2,High,Married,LD,>40,AMG S65 Cabriolet
CUS6466,2,Low,Single,CD,>40,AMG C43 Cabriolet
CUS6467,2,Medium ,Single,CD,>40,AMG C63 Cabriolet
CUS6468,2,High,Married,CD,>40,AMG S63 Cabriolet
CUS6469,5,Medium ,Single,ED,<40,GLE550e 4MATIC Plug-in Hybrid SUV
CUS6470,5,Low,Single,LD,<40,GLA250 4MATIC SUV
CUS6471,5,Medium ,Single,LD,<40,AMG GLE43 SUV
CUS6472,5,Low,Married,LD,<40,GLE350 4MATIC SUV
CUS6473,5,Low,Single,CD,<40,GLA250 SUV
CUS6474,5,Medium ,Single,CD,<40,GLS450 SUV
CUS6475,5,High,Single,CD,<40,AMG GLE63 SUV
CUS6476,5,Low,Married,CD,<40,GLE350 SUV
CUS6477,5,Medium ,Married,CD,<40,GLS550 SUV
CUS6478,5,High,Married,CD,<40,AMG GLE63 S SUV
CUS6479,5,Low,Single,LD,>40,GLC300 4MATIC SUV
CUS6480,5,High,Single,LD,>40,AMG GLS63 SUV
CUS6481,5,Low,Married,LD,>40,AMG GLC43 SUV
CUS6482,5,High,Married,LD,>40,G550 SUV
CUS6483,5,Low,Single,CD,>40,GLC300 SUV
CUS6484,5,High,Single,CD,>40,AMG G63 SUV
CUS6485,5,Low,Married,CD,>40,AMG GLA45 SUV
CUS6486,5,High,Married,CD,>40,AMG G65 SUV
CUS6487,3,Low,Single,LD,<40,C300 4MATIC Coupe
CUS6488,3,Medium ,Single,LD,<40,AMG GLE43 Coupe
CUS6489,3,Low,Married,LD,<40,CLA250 4MATIC Coupe
CUS6490,3,Medium ,Married,LD,<40,CLS550 Coupe
CUS6491,3,High,Married,LD,<40,AMG CLS63 S Coupe
CUS6492,3,Low,Single,CD,<40,C300 Coupe
CUS6493,3,Medium ,Single,CD,<40,AMG C63 Coupe
CUS6494,3,Low,Married,CD,<40,CLA250 Coupe
CUS6495,3,Medium ,Married,CD,<40,AMG C63 S Coupe
CUS6496,3,Low,Single,LD,>40,E400 4MATIC Coupe
CUS6497,3,Medium ,Single,LD,>40,2016 CLS400 4MATIC Coupe
CUS6498,3,High,Single,LD,>40,AMG GLE63 S Coupe
CUS6499,3,Low,Married,LD,>40,GLC300 4MATIC Coupe
CUS6500,3,Medium ,Married,LD,>40,CLS550 4MATIC Coupe
CUS6501,3,High,Married,LD,>40,S550 4MATIC Coupe
CUS6502,3,Low,Single,CD,>40,E400 Coupe
CUS6503,3,Medium ,Single,CD,>40,E550 Coupe
CUS6504,3,High,Single,CD,>40,AMG S63 Coupe
CUS6505,3,Low,Married,CD,>40,AMG CLA45 Coupe
CUS6506,3,Medium ,Married,CD,>40,2016 CLS400 Coupe
CUS6507,3,High,Married,CD,>40,AMG S65 Coupe
CUS6508,4,High,Married,ED,<40,S550e Plug-in Hybrid
CUS6509,4,Low,Single,ED,<40,C350e Plug-in Hybrid Sedan
CUS6510,4,Low,Single,LD,<40,C300 4MATIC Sedan
CUS6511,4,High,Single,LD,<40,S550 4MATIC Sedan
CUS6512,4,Low,Married,LD,<40,AMG C43 Sedan
CUS6513,4,Medium ,Married,LD,<40,AMG C63 Sedan
CUS6514,4,High,Married,LD,<40,AMG S63 Sedan
CUS6515,4,Medium ,Single,CD,<40,AMG C63 S Sedan
CUS6516,4,Low,Married,CD,<40,C300 Sedan
CUS6517,4,High,Married,CD,<40,S550 Sedan
CUS6518,4,Low,Single,LD,>40,E300 4MATIC Sedan
CUS6519,4,Medium ,Single,LD,>40,AMG E43 Sedan
CUS6520,4,High,Single,LD,>40,Mercedes-Maybach S550 4MATIC Sedan
CUS6521,4,High,Married,LD,>40,S600 Sedan
CUS6522,4,High,Single,CD,>40,AMG S65 Sedan
CUS6523,4,Low,Married,CD,>40,E300 Sedan
CUS6524,4,High,Married,CD,>40,Mercedes-Maybach S600 Sedan
CUS6525,2,High,Married,ED,<40,C300 4MATIC Cabriolet
CUS6526,2,Low,Single,CD,<40,C300 Cabriolet
CUS6527,2,Medium ,Single,CD,<40,AMG C63 S Cabriolet
CUS6528,2,Medium ,Married,CD,<40,E400 Cabriolet
CUS6529,2,Medium ,Single,LD,>40,E550 Cabriolet
CUS6530,2,High,Single,LD,>40,S550 Cabriolet
CUS6531,2,High,Married,LD,>40,AMG S65 Cabriolet
CUS6532,2,Low,Single,CD,>40,AMG C43 Cabriolet
CUS6533,2,Medium ,Single,CD,>40,AMG C63 Cabriolet
CUS6534,2,High,Married,CD,>40,AMG S63 Cabriolet
CUS6535,5,Medium ,Single,ED,<40,GLE550e 4MATIC Plug-in Hybrid SUV
CUS6536,5,Low,Single,LD,<40,GLA250 4MATIC SUV
CUS6537,5,Medium ,Single,LD,<40,AMG GLE43 SUV
CUS6538,5,Low,Married,LD,<40,GLE350 4MATIC SUV
CUS6539,5,Low,Single,CD,<40,GLA250 SUV
CUS6540,5,Medium ,Single,CD,<40,GLS450 SUV
CUS6541,5,High,Single,CD,<40,AMG GLE63 SUV
CUS6542,5,Low,Married,CD,<40,GLE350 SUV
CUS6543,5,Medium ,Married,CD,<40,GLS550 SUV
CUS6544,5,High,Married,CD,<40,AMG GLE63 S SUV
CUS6545,5,Low,Single,LD,>40,GLC300 4MATIC SUV
CUS6546,5,High,Single,LD,>40,AMG GLS63 SUV
CUS6547,5,Low,Married,LD,>40,AMG GLC43 SUV
CUS6548,5,High,Married,LD,>40,G550 SUV
CUS6549,5,Low,Single,CD,>40,GLC300 SUV
CUS6550,5,High,Single,CD,>40,AMG G63 SUV
CUS6551,5,Low,Married,CD,>40,AMG GLA45 SUV
CUS6552,5,High,Married,CD,>40,AMG G65 SUV
CUS6553,3,Low,Single,LD,<40,C300 4MATIC Coupe
CUS6554,3,Medium ,Single,LD,<40,AMG GLE43 Coupe
CUS6555,3,Low,Married,LD,<40,CLA250 4MATIC Coupe
CUS6556,3,Medium ,Married,LD,<40,CLS550 Coupe
CUS6557,3,High,Married,LD,<40,AMG CLS63 S Coupe
CUS6558,3,Low,Single,CD,<40,C300 Coupe
CUS6559,3,Medium ,Single,CD,<40,AMG C63 Coupe
CUS6560,3,Low,Married,CD,<40,CLA250 Coupe
CUS6561,3,Medium ,Married,CD,<40,AMG C63 S Coupe
CUS6562,3,Low,Single,LD,>40,E400 4MATIC Coupe
CUS6563,3,Medium ,Single,LD,>40,2016 CLS400 4MATIC Coupe
CUS6564,3,High,Single,LD,>40,AMG GLE63 S Coupe
CUS6565,3,Low,Married,LD,>40,GLC300 4MATIC Coupe
CUS6566,3,Medium ,Married,LD,>40,CLS550 4MATIC Coupe
CUS6567,3,High,Married,LD,>40,S550 4MATIC Coupe
CUS6568,3,Low,Single,CD,>40,E400 Coupe
CUS6569,3,Medium ,Single,CD,>40,E550 Coupe
CUS6570,3,High,Single,CD,>40,AMG S63 Coupe
CUS6571,3,Low,Married,CD,>40,AMG CLA45 Coupe
CUS6572,3,Medium ,Married,CD,>40,2016 CLS400 Coupe
CUS6573,3,High,Married,CD,>40,AMG S65 Coupe
CUS6574,4,High,Married,ED,<40,S550e Plug-in Hybrid
CUS6575,4,Low,Single,ED,<40,C350e Plug-in Hybrid Sedan
CUS6576,4,Low,Single,LD,<40,C300 4MATIC Sedan
CUS6577,4,High,Single,LD,<40,S550 4MATIC Sedan
CUS6578,4,Low,Married,LD,<40,AMG C43 Sedan
CUS6579,4,Medium ,Married,LD,<40,AMG C63 Sedan
CUS6580,4,High,Married,LD,<40,AMG S63 Sedan
CUS6581,4,Medium ,Single,CD,<40,AMG C63 S Sedan
CUS6582,4,Low,Married,CD,<40,C300 Sedan
CUS6583,4,High,Married,CD,<40,S550 Sedan
CUS6584,4,Low,Single,LD,>40,E300 4MATIC Sedan
CUS6585,4,Medium ,Single,LD,>40,AMG E43 Sedan
CUS6586,4,High,Single,LD,>40,Mercedes-Maybach S550 4MATIC Sedan
CUS6587,4,High,Married,LD,>40,S600 Sedan
CUS6588,4,High,Single,CD,>40,AMG S65 Sedan
CUS6589,4,Low,Married,CD,>40,E300 Sedan
CUS6590,4,High,Married,CD,>40,Mercedes-Maybach S600 Sedan
CUS6591,2,High,Married,ED,<40,C300 4MATIC Cabriolet
CUS6592,2,Low,Single,CD,<40,C300 Cabriolet
CUS6593,2,Medium ,Single,CD,<40,AMG C63 S Cabriolet
CUS6594,2,Medium ,Married,CD,<40,E400 Cabriolet
CUS6595,2,Medium ,Single,LD,>40,E550 Cabriolet
CUS6596,2,High,Single,LD,>40,S550 Cabriolet
CUS6597,2,High,Married,LD,>40,AMG S65 Cabriolet
CUS6598,2,Low,Single,CD,>40,AMG C43 Cabriolet
CUS6599,2,Medium ,Single,CD,>40,AMG C63 Cabriolet
CUS6600,2,High,Married,CD,>40,AMG S63 Cabriolet
CUS6601,5,Medium ,Single,ED,<40,GLE550e 4MATIC Plug-in Hybrid SUV
CUS6602,5,Low,Single,LD,<40,GLA250 4MATIC SUV
CUS6603,5,Medium ,Single,LD,<40,AMG GLE43 SUV
CUS6604,5,Low,Married,LD,<40,GLE350 4MATIC SUV
CUS6605,5,Low,Single,CD,<40,GLA250 SUV
CUS6606,5,Medium ,Single,CD,<40,GLS450 SUV
CUS6607,5,High,Single,CD,<40,AMG GLE63 SUV
CUS6608,5,Low,Married,CD,<40,GLE350 SUV
CUS6609,5,Medium ,Married,CD,<40,GLS550 SUV
CUS6610,5,High,Married,CD,<40,AMG GLE63 S SUV
CUS6611,5,Low,Single,LD,>40,GLC300 4MATIC SUV
CUS6612,5,High,Single,LD,>40,AMG GLS63 SUV
CUS6613,5,Low,Married,LD,>40,AMG GLC43 SUV
CUS6614,5,High,Married,LD,>40,G550 SUV
CUS6615,5,Low,Single,CD,>40,GLC300 SUV
CUS6616,5,High,Single,CD,>40,AMG G63 SUV
CUS6617,5,Low,Married,CD,>40,AMG GLA45 SUV
CUS6618,5,High,Married,CD,>40,AMG G65 SUV
CUS6619,3,Low,Single,LD,<40,C300 4MATIC Coupe
CUS6620,3,Medium ,Single,LD,<40,AMG GLE43 Coupe
CUS6621,3,Low,Married,LD,<40,CLA250 4MATIC Coupe
CUS6622,3,Medium ,Married,LD,<40,CLS550 Coupe
CUS6623,3,High,Married,LD,<40,AMG CLS63 S Coupe
CUS6624,3,Low,Single,CD,<40,C300 Coupe
CUS6625,3,Medium ,Single,CD,<40,AMG C63 Coupe
CUS6626,3,Low,Married,CD,<40,CLA250 Coupe
CUS6627,3,Medium ,Married,CD,<40,AMG C63 S Coupe
CUS6628,3,Low,Single,LD,>40,E400 4MATIC Coupe
CUS6629,3,Medium ,Single,LD,>40,2016 CLS400 4MATIC Coupe
CUS6630,3,High,Single,LD,>40,AMG GLE63 S Coupe
CUS6631,3,Low,Married,LD,>40,GLC300 4MATIC Coupe
CUS6632,3,Medium ,Married,LD,>40,CLS550 4MATIC Coupe
CUS6633,3,High,Married,LD,>40,S550 4MATIC Coupe
CUS6634,3,Low,Single,CD,>40,E400 Coupe
CUS6635,3,Medium ,Single,CD,>40,E550 Coupe
CUS6636,3,High,Single,CD,>40,AMG S63 Coupe
CUS6637,3,Low,Married,CD,>40,AMG CLA45 Coupe
CUS6638,3,Medium ,Married,CD,>40,2016 CLS400 Coupe
CUS6639,3,High,Married,CD,>40,AMG S65 Coupe
